Color_Name,Color_Name_Readable,Hex,R,G,B,LAB(OpenCV)
burntsienna,burntsienna,#9d431d,157,67,29,[102 163 168]
burntsienna,burntsienna,#9c4326,156,67,38,[102 163 163]
burntsienna,burntsienna,#943100,148,49,0,[ 89 168 175]
burntsienna,burntsienna,#8f3700,143,55,0,[ 90 163 174]
burntsienna,burntsienna,#943105,148,49,5,[ 89 168 173]
burntsienna,burntsienna,#8e3703,142,55,3,[ 89 163 173]
burntsienna,burntsienna,#8e3711,142,55,17,[ 89 163 168]
burntsienna,burntsienna,#802a00,128,42,0,[ 77 164 170]
darkmagenta,darkmagenta,#aa004d,170,0,77,[ 92 190 135]
darkmagenta,darkmagenta,#a20655,162,6,85,[ 89 188 128]
darkmagenta,darkmagenta,#9c1a54,156,26,84,[ 89 183 128]
darkmagenta,darkmagenta,#a1085c,161,8,92,[ 89 188 123]
darkmagenta,darkmagenta,#9b1b5c,155,27,92,[ 89 183 123]
darkmagenta,darkmagenta,#91003a,145,0,58,[ 77 183 138]
darkmagenta,darkmagenta,#8f0041,143,0,65,[ 77 182 133]
darkmagenta,darkmagenta,#940049,148,0,73,[ 80 185 130]
darkmagenta,darkmagenta,#8e0049,142,0,73,[ 77 183 128]
darkmagenta,darkmagenta,#881448,136,20,72,[ 76 178 128]
darkmagenta,darkmagenta,#920050,146,0,80,[ 79 185 125]
darkmagenta,darkmagenta,#8c0250,140,2,80,[ 76 183 123]
darkmagenta,darkmagenta,#871550,135,21,80,[ 77 178 123]
darkmagenta,darkmagenta,#900058,144,0,88,[ 79 185 119]
darkmagenta,darkmagenta,#8a0458,138,4,88,[ 76 183 118]
darkmagenta,darkmagenta,#851657,133,22,87,[ 77 178 118]
darkmagenta,darkmagenta,#8e005f,142,0,95,[ 79 185 115]
darkmagenta,darkmagenta,#790044,121,0,68,[ 64 178 123]
darkmagenta,darkmagenta,#7c004c,124,0,76,[ 67 179 120]
darkmagenta,darkmagenta,#77004c,119,0,76,[ 64 178 118]
eggplant,eggplant,#613b4f,97,59,79,[ 77 148 123]
eggplant,eggplant,#5a3e4f,90,62,79,[ 76 143 123]
eggplant,eggplant,#553043,85,48,67,[ 64 148 123]
eggplant,eggplant,#4e3343,78,51,67,[ 64 143 123]
eggplant,eggplant,#52304b,82,48,75,[ 64 148 118]
eggplant,eggplant,#4b344b,75,52,75,[ 64 143 118]
eggplant,eggplant,#492538,73,37,56,[ 52 148 123]
eggplant,eggplant,#422838,66,40,56,[ 51 144 123]
eggplant,eggplant,#46253f,70,37,63,[ 51 148 118]
eggplant,eggplant,#492147,73,33,71,[ 51 154 112]
eggplant,eggplant,#3d1a2d,61,26,45,[ 38 148 123]
eggplant,eggplant,#401634,64,22,52,[ 38 153 118]
eggplant,eggplant,#3a1a34,58,26,52,[ 38 149 118]
eggplant,eggplant,#341e34,52,30,52,[ 38 142 118]
eggplant,eggplant,#43103b,67,16,59,[ 38 158 113]
eggplant,eggplant,#3a0329,58,3,41,[ 26 158 118]
eggplant,eggplant,#340a29,52,10,41,[ 25 153 118]
eggplant,eggplant,#2f1029,47,16,41,[ 26 148 118]
eggplant,eggplant,#3d0030,61,0,48,[ 27 161 115]
eggplant,eggplant,#370430,55,4,48,[ 25 159 113]
sage,sage,#b2d097,178,208,151,[204 108 153]
sage,sage,#9ec480,158,196,128,[191 103 158]
sage,sage,#a4c28a,164,194,138,[191 108 153]
sage,sage,#9ac48a,154,196,138,[191 103 153]
sage,sage,#a1c293,161,194,147,[191 108 148]
sage,sage,#93b66a,147,182,106,[179 103 163]
sage,sage,#90b673,144,182,115,[178 103 158]
sage,sage,#a1b27d,161,178,125,[179 113 153]
sage,sage,#97b47d,151,180,125,[179 108 153]
sage,sage,#8db67d,141,182,125,[178 103 153]
sage,sage,#9db286,157,178,134,[179 113 148]
sage,sage,#93b486,147,180,134,[178 108 148]
sage,sage,#89b786,137,183,134,[179 103 148]
sage,sage,#9ab28f,154,178,143,[179 113 143]
sage,sage,#8fb58f,143,181,143,[179 108 143]
sage,sage,#8da667,141,166,103,[166 108 158]
sage,sage,#8aa770,138,167,112,[166 108 153]
sage,sage,#7fa970,127,169,112,[166 103 153]
sage,sage,#90a479,144,164,121,[166 113 148]
sage,sage,#86a779,134,167,121,[166 108 148]
darkturquoise,darkturquoise,#006a6e,0,106,110,[103 104 118]
darkturquoise,darkturquoise,#2d595a,45,89,90,[ 89 113 123]
darkturquoise,darkturquoise,#1c5b5a,28,91,90,[ 89 108 123]
darkturquoise,darkturquoise,#005d5a,0,93,90,[ 90 104 123]
darkturquoise,darkturquoise,#075c62,7,92,98,[ 90 108 118]
darkturquoise,darkturquoise,#005d62,0,93,98,[ 90 107 118]
darkturquoise,darkturquoise,#005c6a,0,92,106,[ 90 110 113]
darkturquoise,darkturquoise,#005146,0,81,70,[ 77 103 128]
darkturquoise,darkturquoise,#214d4e,33,77,78,[ 76 113 123]
darkturquoise,darkturquoise,#0a4f4e,10,79,78,[ 77 108 123]
darkturquoise,darkturquoise,#00514e,0,81,78,[ 78 106 124]
darkturquoise,darkturquoise,#154e56,21,78,86,[ 77 113 118]
darkturquoise,darkturquoise,#005056,0,80,86,[ 78 110 118]
darkturquoise,darkturquoise,#144242,20,66,66,[ 64 113 123]
darkturquoise,darkturquoise,#004342,0,67,66,[ 64 109 123]
darkturquoise,darkturquoise,#00444a,0,68,74,[ 65 112 119]
darkturquoise,darkturquoise,#053637,5,54,55,[ 51 113 123]
darkturquoise,darkturquoise,#003837,0,56,55,[ 53 111 124]
darkturquoise,darkturquoise,#00373e,0,55,62,[ 52 114 119]
darkturquoise,darkturquoise,#002b2c,0,43,44,[ 38 114 123]
puce,puce,#b88380,184,131,128,[153 148 138]
puce,puce,#b18780,177,135,128,[153 143 138]
puce,puce,#ae8788,174,135,136,[153 143 133]
puce,puce,#b27373,178,115,115,[141 153 138]
puce,puce,#ab7673,171,118,115,[140 148 138]
puce,puce,#b0737c,176,115,124,[140 153 133]
puce,puce,#a8777c,168,119,124,[140 148 133]
puce,puce,#ab6267,171,98,103,[128 158 138]
puce,puce,#a46667,164,102,103,[128 153 138]
puce,puce,#a96370,169,99,112,[128 158 133]
puce,puce,#a2676f,162,103,111,[128 153 133]
puce,puce,#9a6a6f,154,106,111,[127 148 133]
puce,puce,#a66378,166,99,120,[128 158 128]
puce,puce,#9f6778,159,103,120,[128 153 128]
puce,puce,#965a5b,150,90,91,[115 153 138]
puce,puce,#8f5e5b,143,94,91,[115 147 138]
puce,puce,#9b5663,155,86,99,[115 158 133]
puce,puce,#945a63,148,90,99,[115 153 133]
puce,puce,#8d5e63,141,94,99,[115 148 133]
puce,puce,#925b6b,146,91,107,[115 153 128]
bloodred,bloodred,#a51409,165,20,9,[ 89 183 173]
bloodred,bloodred,#9e211d,158,33,29,[ 89 178 163]
bloodred,bloodred,#950000,149,0,0,[ 77 182 172]
bloodred,bloodred,#900e00,144,14,0,[ 77 178 171]
bloodred,bloodred,#950009,149,0,9,[ 78 182 168]
bloodred,bloodred,#900e08,144,14,8,[ 77 178 168]
bloodred,bloodred,#950013,149,0,19,[ 78 182 164]
bloodred,bloodred,#8f0f12,143,15,18,[ 77 178 163]
bloodred,bloodred,#94001c,148,0,28,[ 77 182 158]
bloodred,bloodred,#8f0f1b,143,15,27,[ 77 178 158]
bloodred,bloodred,#810000,129,0,0,[ 66 176 166]
bloodred,bloodred,#7b0900,123,9,0,[ 64 173 165]
bloodred,bloodred,#800006,128,0,6,[ 65 176 164]
bloodred,bloodred,#7b0905,123,9,5,[ 64 173 163]
bloodred,bloodred,#800011,128,0,17,[ 65 177 159]
bloodred,bloodred,#7a0a18,122,10,24,[ 64 173 153]
bloodred,bloodred,#6d0000,109,0,0,[ 54 171 160]
bloodred,bloodred,#6c0002,108,0,2,[ 53 171 159]
bloodred,bloodred,#6b000e,107,0,14,[ 53 171 154]
bloodred,bloodred,#590000,89,0,0,[ 41 166 153]
neonpurple,neonpurple,#da53fc,218,83,252,[153 203  68]
neonpurple,neonpurple,#dd4bff,221,75,255,[152 207  66]
neonpurple,neonpurple,#d554ff,213,84,255,[152 202  66]
neonpurple,neonpurple,#db2bee,219,43,238,[140 213  68]
neonpurple,neonpurple,#de19f7,222,25,247,[140 218  63]
neonpurple,neonpurple,#ce3bf6,206,59,246,[140 208  63]
neonpurple,neonpurple,#e100ff,225,0,255,[141 222  59]
neonpurple,neonpurple,#d130ff,209,48,255,[140 213  58]
neonpurple,neonpurple,#d422ff,212,34,255,[139 216  57]
neonpurple,neonpurple,#cb33ff,203,51,255,[139 211  57]
neonpurple,neonpurple,#c33fff,195,63,255,[139 206  57]
neonpurple,neonpurple,#cf00e8,207,0,232,[130 216  64]
neonpurple,neonpurple,#ca00f1,202,0,241,[129 216  59]
neonpurple,neonpurple,#c218f1,194,24,241,[128 213  58]
neonpurple,neonpurple,#c400fa,196,0,250,[128 217  53]
neonpurple,neonpurple,#bc1cfa,188,28,250,[128 213  53]
neonpurple,neonpurple,#b32df9,179,45,249,[127 208  53]
neonpurple,neonpurple,#b621ff,182,33,255,[127 212  50]
neonpurple,neonpurple,#ad30ff,173,48,255,[127 207  50]
neonpurple,neonpurple,#b300e2,179,0,226,[117 211  59]
mossgreen,mossgreen,#83a967,131,169,103,[166 103 158]
mossgreen,mossgreen,#7fa970,127,169,112,[166 103 153]
mossgreen,mossgreen,#799b51,121,155,81,[153 103 163]
mossgreen,mossgreen,#769b5a,118,155,90,[153 103 158]
mossgreen,mossgreen,#7d9964,125,153,100,[153 108 153]
mossgreen,mossgreen,#729c63,114,156,99,[153 103 153]
mossgreen,mossgreen,#758c45,117,140,69,[141 108 163]
mossgreen,mossgreen,#6c8e45,108,142,69,[141 103 163]
mossgreen,mossgreen,#7c8a4f,124,138,79,[141 113 158]
mossgreen,mossgreen,#698e4e,105,142,78,[140 103 158]
mossgreen,mossgreen,#708c57,112,140,87,[140 108 153]
mossgreen,mossgreen,#6a7f2f,106,127,47,[128 108 168]
mossgreen,mossgreen,#717d39,113,125,57,[128 113 163]
mossgreen,mossgreen,#687f39,104,127,57,[128 108 163]
mossgreen,mossgreen,#6f7d43,111,125,67,[128 113 158]
mossgreen,mossgreen,#64702d,100,112,45,[115 113 163]
mossgreen,mossgreen,#5c722d,92,114,45,[115 108 163]
mossgreen,mossgreen,#52742d,82,116,45,[115 103 163]
mossgreen,mossgreen,#536600,83,102,0,[102 108 174]
mossgreen,mossgreen,#465a00,70,90,0,[ 90 108 170]
terracotta,terracotta,#d16436,209,100,54,[140 168 173]
terracotta,terracotta,#ca6936,202,105,54,[140 163 173]
terracotta,terracotta,#d06440,208,100,64,[140 168 168]
terracotta,terracotta,#c96940,201,105,64,[140 163 168]
terracotta,terracotta,#c36d3f,195,109,63,[140 158 168]
terracotta,terracotta,#c86949,200,105,73,[140 163 163]
terracotta,terracotta,#c26d48,194,109,72,[140 158 163]
terracotta,terracotta,#c76952,199,105,82,[140 163 158]
terracotta,terracotta,#c06e51,192,110,81,[140 158 158]
terracotta,terracotta,#c75235,199,82,53,[128 173 168]
terracotta,terracotta,#c15734,193,87,52,[128 168 168]
terracotta,terracotta,#ba5c34,186,92,52,[127 163 168]
terracotta,terracotta,#c6523e,198,82,62,[128 173 163]
terracotta,terracotta,#c0583d,192,88,61,[128 168 163]
terracotta,terracotta,#b95c3d,185,92,61,[127 163 163]
terracotta,terracotta,#bf5846,191,88,70,[128 168 158]
terracotta,terracotta,#b85d46,184,93,70,[128 163 158]
terracotta,terracotta,#b26145,178,97,69,[128 158 158]
terracotta,terracotta,#b14b32,177,75,50,[115 168 163]
terracotta,terracotta,#ab5031,171,80,49,[115 163 163]
oceanblue,oceanblue,#1a8298,26,130,152,[128 108 108]
oceanblue,oceanblue,#0081a9,0,129,169,[128 113  99]
oceanblue,oceanblue,#007fbb,0,127,187,[129 121  88]
oceanblue,oceanblue,#087394,8,115,148,[115 114 103]
oceanblue,oceanblue,#007693,0,118,147,[117 111 105]
oceanblue,oceanblue,#15729c,21,114,156,[115 118  98]
oceanblue,oceanblue,#0071ad,0,113,173,[116 124  89]
oceanblue,oceanblue,#00697e,0,105,126,[104 110 109]
oceanblue,oceanblue,#006787,0,103,135,[103 115 103]
oceanblue,oceanblue,#00658f,0,101,143,[102 119  98]
oceanblue,oceanblue,#006697,0,102,151,[104 122  94]
oceanblue,oceanblue,#005a72,0,90,114,[ 89 115 108]
oceanblue,oceanblue,#00597a,0,89,122,[ 90 118 103]
oceanblue,oceanblue,#085782,8,87,130,[ 89 123  98]
oceanblue,oceanblue,#005982,0,89,130,[ 91 121  99]
oceanblue,oceanblue,#00588a,0,88,138,[ 91 125  94]
oceanblue,oceanblue,#004e65,0,78,101,[ 77 117 109]
oceanblue,oceanblue,#004d6d,0,77,109,[ 78 120 104]
oceanblue,oceanblue,#004159,0,65,89,[ 65 119 109]
oceanblue,oceanblue,#003e70,0,62,112,[ 65 132  94]
yellowbrown,yellowbrown,#bc9b00,188,155,0,[166 128 197]
yellowbrown,yellowbrown,#b48b00,180,139,0,[153 133 193]
yellowbrown,yellowbrown,#ac8e00,172,142,0,[153 128 193]
yellowbrown,yellowbrown,#b38b19,179,139,25,[153 133 188]
yellowbrown,yellowbrown,#ab8e18,171,142,24,[153 128 188]
yellowbrown,yellowbrown,#ac7b00,172,123,0,[140 138 189]
yellowbrown,yellowbrown,#a57e00,165,126,0,[140 133 189]
yellowbrown,yellowbrown,#ab7b05,171,123,5,[140 138 188]
yellowbrown,yellowbrown,#a47e03,164,126,3,[140 133 188]
yellowbrown,yellowbrown,#9d8101,157,129,1,[140 128 188]
yellowbrown,yellowbrown,#a37e1a,163,126,26,[140 133 183]
yellowbrown,yellowbrown,#9c8119,156,129,25,[140 128 183]
yellowbrown,yellowbrown,#9d6f00,157,111,0,[128 138 185]
yellowbrown,yellowbrown,#967200,150,114,0,[128 133 184]
yellowbrown,yellowbrown,#8f7500,143,117,0,[128 128 184]
yellowbrown,yellowbrown,#877700,135,119,0,[127 123 184]
yellowbrown,yellowbrown,#957206,149,114,6,[128 133 183]
yellowbrown,yellowbrown,#8e7505,142,117,5,[128 128 183]
yellowbrown,yellowbrown,#876600,135,102,0,[115 133 180]
yellowbrown,yellowbrown,#806800,128,104,0,[115 129 179]
brightyellow,brightyellow,#fff500,255,245,0,[241 111 221]
brightyellow,brightyellow,#fbf800,251,248,0,[242 108 221]
brightyellow,brightyellow,#f2fb00,242,251,0,[243 103 220]
brightyellow,brightyellow,#e9fd00,233,253,0,[242  98 220]
brightyellow,brightyellow,#fff51e,255,245,30,[241 112 218]
brightyellow,brightyellow,#faf81c,250,248,28,[242 108 218]
brightyellow,brightyellow,#f1fb1a,241,251,26,[243 103 218]
brightyellow,brightyellow,#e8fd18,232,253,24,[242  98 218]
brightyellow,brightyellow,#fff337,255,243,55,[240 113 212]
brightyellow,brightyellow,#fff536,255,245,54,[242 112 213]
brightyellow,brightyellow,#f9f835,249,248,53,[242 108 213]
brightyellow,brightyellow,#f0fb34,240,251,52,[243 103 213]
brightyellow,brightyellow,#e6fd33,230,253,51,[242  98 213]
brightyellow,brightyellow,#fce400,252,228,0,[230 118 217]
brightyellow,brightyellow,#f3e700,243,231,0,[230 113 217]
brightyellow,brightyellow,#ebea00,235,234,0,[230 108 217]
brightyellow,brightyellow,#e2ec00,226,236,0,[229 104 216]
brightyellow,brightyellow,#d8ef00,216,239,0,[230  98 216]
brightyellow,brightyellow,#f2e721,242,231,33,[229 113 213]
brightyellow,brightyellow,#e9ea1f,233,234,31,[230 108 213]
dustyrose,dustyrose,#c7908d,199,144,141,[166 148 138]
dustyrose,dustyrose,#ca7b78,202,123,120,[153 158 143]
dustyrose,dustyrose,#c27f77,194,127,119,[153 153 143]
dustyrose,dustyrose,#bb8377,187,131,119,[153 148 143]
dustyrose,dustyrose,#c77c80,199,124,128,[153 158 138]
dustyrose,dustyrose,#c08080,192,128,128,[153 153 138]
dustyrose,dustyrose,#b88380,184,131,128,[153 148 138]
dustyrose,dustyrose,#c57c89,197,124,137,[153 158 133]
dustyrose,dustyrose,#bd8089,189,128,137,[153 153 133]
dustyrose,dustyrose,#c26a6b,194,106,107,[140 163 143]
dustyrose,dustyrose,#bb6f6b,187,111,107,[141 158 143]
dustyrose,dustyrose,#b4726b,180,114,107,[140 153 143]
dustyrose,dustyrose,#c06b74,192,107,116,[141 163 138]
dustyrose,dustyrose,#b96f74,185,111,116,[140 158 138]
dustyrose,dustyrose,#b27373,178,115,115,[141 153 138]
dustyrose,dustyrose,#be6b7c,190,107,124,[140 163 133]
dustyrose,dustyrose,#b0737c,176,115,124,[140 153 133]
dustyrose,dustyrose,#ad625f,173,98,95,[128 158 143]
dustyrose,dustyrose,#ab6267,171,98,103,[128 158 138]
dustyrose,dustyrose,#a96370,169,99,112,[128 158 133]
applegreen,applegreen,#bfff6b,191,255,107,[238  86 191]
applegreen,applegreen,#bcff76,188,255,118,[238  86 186]
applegreen,applegreen,#b1f65d,177,246,93,[229  83 193]
applegreen,applegreen,#a5f95c,165,249,92,[230  78 193]
applegreen,applegreen,#98fb5c,152,251,92,[230  73 193]
applegreen,applegreen,#a0e85b,160,232,91,[217  83 188]
applegreen,applegreen,#94da40,148,218,64,[204  83 193]
applegreen,applegreen,#9dd84e,157,216,78,[204  88 188]
applegreen,applegreen,#91da4d,145,218,77,[204  83 188]
applegreen,applegreen,#8fda59,143,218,89,[204  83 183]
applegreen,applegreen,#91ca32,145,202,50,[192  88 193]
applegreen,applegreen,#86cc31,134,204,49,[192  83 193]
applegreen,applegreen,#7ace30,122,206,48,[192  78 193]
applegreen,applegreen,#8fca40,143,202,64,[192  88 188]
applegreen,applegreen,#83cc3f,131,204,63,[192  83 188]
applegreen,applegreen,#8cca4c,140,202,76,[191  88 183]
applegreen,applegreen,#81cc4c,129,204,76,[192  83 183]
applegreen,applegreen,#84bc04,132,188,4,[179  88 198]
applegreen,applegreen,#76ae00,118,174,0,[166  88 194]
applegreen,applegreen,#5fb200,95,178,0,[166  79 194]
neonpink,neonpink,#ff388b,255,56,139,[148 205 130]
neonpink,neonpink,#ff2ead,255,46,173,[149 211 110]
neonpink,neonpink,#ff3dad,255,61,173,[152 207 112]
neonpink,neonpink,#ff30b6,255,48,182,[150 211 106]
neonpink,neonpink,#ff1dbf,255,29,191,[148 216 100]
neonpink,neonpink,#ff32bf,255,50,191,[151 212 102]
neonpink,neonpink,#ff20c7,255,32,199,[149 216  96]
neonpink,neonpink,#ff33c7,255,51,199,[152 213  98]
neonpink,neonpink,#ff23d0,255,35,208,[151 217  91]
neonpink,neonpink,#ff00d9,255,0,217,[149 221  85]
neonpink,neonpink,#ff0077,255,0,119,[139 212 137]
neonpink,neonpink,#ff0087,255,0,135,[141 213 128]
neonpink,neonpink,#fd048f,253,4,143,[140 213 123]
neonpink,neonpink,#ff00a0,255,0,160,[143 215 115]
neonpink,neonpink,#f90da0,249,13,160,[141 213 113]
neonpink,neonpink,#fd00a9,253,0,169,[143 215 109]
neonpink,neonpink,#fb00b1,251,0,177,[142 216 104]
neonpink,neonpink,#f800ba,248,0,186,[142 216  99]
neonpink,neonpink,#f600d4,246,0,212,[144 219  85]
neonpink,neonpink,#e90093,233,0,147,[131 210 115]
skin,skin,#ffdaaa,255,218,170,[227 134 156]
skin,skin,#ffdab3,255,218,179,[228 135 152]
skin,skin,#fedeb3,254,222,179,[230 133 153]
skin,skin,#ffdbbd,255,219,189,[229 136 147]
skin,skin,#ffc893,255,200,147,[215 141 162]
skin,skin,#ffc99d,255,201,157,[216 141 157]
skin,skin,#facc9c,250,204,156,[217 138 158]
skin,skin,#ffc5a6,255,197,166,[214 145 152]
skin,skin,#ffc9a6,255,201,166,[217 143 153]
skin,skin,#f8cca6,248,204,166,[217 138 153]
skin,skin,#fec9af,254,201,175,[217 143 148]
skin,skin,#f5cdaf,245,205,175,[217 138 148]
skin,skin,#f2cdb9,242,205,185,[217 138 143]
skin,skin,#fcb790,252,183,144,[204 148 158]
skin,skin,#f4bb8f,244,187,143,[204 143 158]
skin,skin,#ecbe8f,236,190,143,[204 138 158]
skin,skin,#f1bb99,241,187,153,[204 143 153]
skin,skin,#e9bf98,233,191,152,[204 138 153]
skin,skin,#efbba2,239,187,162,[204 143 148]
skin,skin,#e6bfa2,230,191,162,[204 138 148]
cornflowerblue,cornflowerblue,#94a6fd,148,166,253,[179 143  83]
cornflowerblue,cornflowerblue,#98a4ff,152,164,255,[178 146  81]
cornflowerblue,cornflowerblue,#8ba7ff,139,167,255,[178 141  81]
cornflowerblue,cornflowerblue,#8a96f7,138,150,247,[166 148  78]
cornflowerblue,cornflowerblue,#8d94ff,141,148,255,[166 152  74]
cornflowerblue,cornflowerblue,#7498ff,116,152,255,[165 145  73]
cornflowerblue,cornflowerblue,#7191ce,113,145,206,[153 133  93]
cornflowerblue,cornflowerblue,#748ed7,116,142,215,[153 138  88]
cornflowerblue,cornflowerblue,#7c89e9,124,137,233,[153 148  78]
cornflowerblue,cornflowerblue,#6e8de9,110,141,233,[153 143  78]
cornflowerblue,cornflowerblue,#718af2,113,138,242,[153 148  73]
cornflowerblue,cornflowerblue,#8184fb,129,132,251,[153 158  68]
cornflowerblue,cornflowerblue,#8481ff,132,129,255,[152 161  65]
cornflowerblue,cornflowerblue,#6384c0,99,132,192,[141 133  93]
cornflowerblue,cornflowerblue,#6782c9,103,130,201,[141 138  88]
cornflowerblue,cornflowerblue,#777cd2,119,124,210,[141 148  83]
cornflowerblue,cornflowerblue,#6d7ddb,109,125,219,[141 148  78]
cornflowerblue,cornflowerblue,#5f80da,95,128,218,[140 143  78]
cornflowerblue,cornflowerblue,#6778f5,103,120,245,[140 158  63]
cornflowerblue,cornflowerblue,#6975fe,105,117,254,[140 163  58]
lightturquoise,lightturquoise,#a7ffc9,167,255,201,[238  91 146]
lightturquoise,lightturquoise,#a9ffdc,169,255,220,[240  95 137]
lightturquoise,lightturquoise,#9affdc,154,255,220,[238  91 135]
lightturquoise,lightturquoise,#b0ffe6,176,255,230,[241  99 132]
lightturquoise,lightturquoise,#a2ffe6,162,255,230,[239  95 131]
lightturquoise,lightturquoise,#aafff0,170,255,240,[241  99 127]
lightturquoise,lightturquoise,#9bffef,155,255,239,[239  95 126]
lightturquoise,lightturquoise,#9affff,154,255,255,[240  99 119]
lightturquoise,lightturquoise,#93f6c4,147,246,196,[229  88 143]
lightturquoise,lightturquoise,#9bf4ce,155,244,206,[229  93 138]
lightturquoise,lightturquoise,#a2f2d8,162,242,216,[229  98 133]
lightturquoise,lightturquoise,#94f5d8,148,245,216,[230  93 133]
lightturquoise,lightturquoise,#84f7d8,132,247,216,[230  88 133]
lightturquoise,lightturquoise,#9bf3e1,155,243,225,[230  98 128]
lightturquoise,lightturquoise,#8cf5e1,140,245,225,[230  93 128]
lightturquoise,lightturquoise,#8de6c0,141,230,192,[217  93 138]
lightturquoise,lightturquoise,#94e4ca,148,228,202,[217  98 133]
lightturquoise,lightturquoise,#76e8ca,118,232,202,[217  88 133]
lightturquoise,lightturquoise,#8de4d3,141,228,211,[217  98 128]
lightturquoise,lightturquoise,#7ee7d3,126,231,211,[217  93 128]
wine,wine,#98244c,152,36,76,[ 89 178 133]
wine,wine,#841e41,132,30,65,[ 77 173 133]
wine,wine,#7e2640,126,38,64,[ 77 168 133]
wine,wine,#7d002f,125,0,47,[ 65 177 138]
wine,wine,#7c0036,124,0,54,[ 65 177 134]
wine,wine,#760d36,118,13,54,[ 64 173 133]
wine,wine,#7a003d,122,0,61,[ 64 177 128]
wine,wine,#750e3d,117,14,61,[ 64 174 128]
wine,wine,#6f193d,111,25,61,[ 64 168 128]
wine,wine,#69213c,105,33,60,[ 64 163 128]
wine,wine,#672144,103,33,68,[ 64 163 123]
wine,wine,#68002b,104,0,43,[ 53 171 134]
wine,wine,#63082b,99,8,43,[ 51 168 133]
wine,wine,#670032,103,0,50,[ 53 172 129]
wine,wine,#620932,98,9,50,[ 52 168 128]
wine,wine,#5c1331,92,19,49,[ 51 163 128]
wine,wine,#600a39,96,10,57,[ 51 168 123]
wine,wine,#550020,85,0,32,[ 40 166 134]
wine,wine,#540027,84,0,39,[ 40 166 129]
wine,wine,#53002e,83,0,46,[ 40 167 124]
deepred,deepred,#950000,149,0,0,[ 77 182 172]
deepred,deepred,#950009,149,0,9,[ 78 182 168]
deepred,deepred,#900e08,144,14,8,[ 77 178 168]
deepred,deepred,#950013,149,0,19,[ 78 182 164]
deepred,deepred,#8f0f12,143,15,18,[ 77 178 163]
deepred,deepred,#94001c,148,0,28,[ 77 182 158]
deepred,deepred,#8f0f1b,143,15,27,[ 77 178 158]
deepred,deepred,#930023,147,0,35,[ 77 182 154]
deepred,deepred,#8e1023,142,16,35,[ 77 178 153]
deepred,deepred,#810000,129,0,0,[ 66 176 166]
deepred,deepred,#7b0900,123,9,0,[ 64 173 165]
deepred,deepred,#800006,128,0,6,[ 65 176 164]
deepred,deepred,#7b0905,123,9,5,[ 64 173 163]
deepred,deepred,#800011,128,0,17,[ 65 177 159]
deepred,deepred,#7a0910,122,9,16,[ 64 173 158]
deepred,deepred,#7f0019,127,0,25,[ 65 176 154]
deepred,deepred,#6d0000,109,0,0,[ 54 171 160]
deepred,deepred,#680400,104,4,0,[ 51 169 159]
deepred,deepred,#6c0002,108,0,2,[ 53 171 159]
deepred,deepred,#460000,70,0,0,[ 29 159 146]
azure,azure,#29c5ff,41,197,255,[190 109  89]
azure,azure,#00c7ff,0,199,255,[191 106  89]
azure,azure,#6cadff,108,173,255,[178 131  81]
azure,azure,#59b0ff,89,176,255,[178 126  81]
azure,azure,#3fb3ff,63,179,255,[178 120  81]
azure,azure,#03b5ff,3,181,255,[178 116  81]
azure,azure,#00a8f7,0,168,247,[167 120  79]
azure,azure,#7498ff,116,152,255,[165 145  73]
azure,azure,#00a4ff,0,164,255,[165 125  73]
azure,azure,#0098e8,0,152,232,[154 124  78]
azure,azure,#0099f1,0,153,241,[155 126  75]
azure,azure,#0494fb,4,148,251,[153 133  68]
azure,azure,#3d8fff,61,143,255,[152 141  65]
azure,azure,#0e92ff,14,146,255,[152 136  65]
azure,azure,#0089e3,0,137,227,[142 131  74]
azure,azure,#1f84ec,31,132,236,[140 138  68]
azure,azure,#0085f5,0,133,245,[141 140  64]
azure,azure,#5a76ff,90,118,255,[139 160  57]
azure,azure,#0081ff,0,129,255,[140 146  58]
azure,azure,#0074f8,0,116,248,[130 152  55]
palepurple,palepurple,#bd9bbc,189,155,188,[173 146 116]
darkbrown,darkbrown,#2d1c07,45,28,7,[ 31 133 144]
brown,brown,#643b07,100,59,7,[ 74 142 164]
brightyellow,brightyellow,#f7f900,247,249,0,[242 106 221]
blueviolet,blueviolet,#6c35d7,108,53,215,[ 99 187  54]
yellowgreen,yellowgreen,#c6f335,198,243,53,[230  90 207]
white,white,#fffeff,255,254,255,[255 128 128]
offwhite,offwhite,#ffffea,255,255,234,[254 124 138]
midnightblue,midnightblue,#00022d,0,2,45,[  6 139 102]
mint,mint,#baffc3,186,255,195,[241  95 150]
lightgreen,lightgreen,#b9ff9f,185,255,159,[239  89 167]
taupe,taupe,#ac9178,172,145,120,[158 134 145]
coral,coral,#ff685e,255,104,94,[162 185 163]
lightturquoise,lightturquoise,#9cfedc,156,254,220,[238  92 135]
seagreen,seagreen,#2ef7a2,46,247,162,[222  62 156]
skin,skin,#ffd1ab,255,209,171,[222 139 153]
lightorange,lightorange,#ffbc5a,255,188,90,[206 143 186]
orange,orange,#fd7c00,253,124,0,[168 172 201]
lightbrown,lightbrown,#ae8357,174,131,87,[148 139 158]
grey,grey,#858380,133,131,128,[140 128 130]
redorange,redorange,#fb4d23,251,77,35,[148 192 187]
brightred,brightred,#ff0c24,255,12,36,[137 208 183]
